bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_name,numberOfDoors,sell_id,vehicleTransmission,vendor,pts,gear,wheel,gearbox,price
внедорожник 5 дв.,TOYOTA,чёрный,4.7,288,GASOLINE,186719,2010,LAND_CRUISER,5.0,1102383187,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,2190000
седан,TOYOTA,серый,2.5,181,GASOLINE,85000,2017,CAMRY,4.0,1102472319,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1730000
седан,TOYOTA,серый,2.4,152,GASOLINE,285000,2003,CAMRY,4.0,1099878432,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,520000
седан,TOYOTA,чёрный,1.4,97,GASOLINE,122222,2008,COROLLA,4.0,1101736830,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,610000
внедорожник 5 дв.,TOYOTA,белый,2.0,146,GASOLINE,29000,2018,RAV_4,5.0,1093189410,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,2020000
седан,TOYOTA,серебристый,1.6,124,GASOLINE,158600,2011,COROLLA,4.0,1102424773,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,745000
внедорожник 5 дв.,TOYOTA,чёрный,4.6,309,GASOLINE,183450,2013,LAND_CRUISER,5.0,1101880707,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2850000
седан,TOYOTA,белый,2.5,181,GASOLINE,149580,2016,CAMRY,4.0,1102520737,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1450000
внедорожник 5 дв.,TOYOTA,чёрный,4.5,235,DIESEL,279000,2011,LAND_CRUISER,5.0,1102371495,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2500000
внедорожник 5 дв.,TOYOTA,бежевый,3.0,173,DIESEL,204000,2011,LAND_CRUISER_PRADO,5.0,1102033742,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1850000
внедорожник 5 дв.,TOYOTA,чёрный,3.0,173,DIESEL,204000,2013,LAND_CRUISER_PRADO,5.0,1102599733,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2050000
седан,TOYOTA,синий,2.0,133,GASOLINE,250000,1992,CARINA_E,4.0,1089893194,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,130000
пикап двойная кабина,TOYOTA,серый,2.8,177,DIESEL,118000,2015,HILUX,4.0,1102682457,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2400000
седан,TOYOTA,белый,2.5,181,GASOLINE,282840,2013,CAMRY,4.0,1102328230,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1000000
седан,TOYOTA,зелёный,2.5,180,GASOLINE,444444,1993,CRESTA,4.0,1102118311,AUTOMATIC,JAPANESE,0,REAR_DRIVE,RIGHT,AT,300000
седан,TOYOTA,белый,3.5,249,GASOLINE,65000,2019,CAMRY,4.0,1102692712,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,2500000
внедорожник 5 дв.,TOYOTA,пурпурный,2.0,146,GASOLINE,115000,2015,RAV_4,5.0,1102294718,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1500000
седан,VOLKSWAGEN,серебристый,1.6,105,GASOLINE,179000,2012,JETTA,4.0,1101608235,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,565000
универсал 5 дв.,VOLKSWAGEN,коричневый,1.8,152,GASOLINE,180000,2014,PASSAT,5.0,1102237897,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,950000
седан,VOLKSWAGEN,бежевый,1.8,152,GASOLINE,160000,2011,PASSAT_CC,4.0,1102263420,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,745000
компактвэн,VOLKSWAGEN,белый,1.2,105,GASOLINE,214000,2015,CADDY,4.0,1102267932,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,715000
внедорожник 5 дв.,VOLKSWAGEN,белый,1.4,150,GASOLINE,132600,2010,TIGUAN,5.0,1102583996,MECHANICAL,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,MT,640000
универсал 5 дв.,VOLKSWAGEN,серебристый,2.0,140,DIESEL,270000,2007,PASSAT,5.0,1102440460,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,420000
минивэн,VOLKSWAGEN,серебристый,2.0,140,DIESEL,47000,2018,MULTIVAN,4.0,1100104102,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,3247000
седан,VOLKSWAGEN,белый,1.6,110,GASOLINE,129000,2018,POLO,4.0,1102588989,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,619999
седан,VOLKSWAGEN,чёрный,1.8,160,GASOLINE,150000,2010,PASSAT,4.0,1101381768,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,535000
хэтчбек 5 дв.,VOLKSWAGEN,серый,1.2,85,GASOLINE,86000,2013,GOLF,5.0,1101270462,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,700000
внедорожник 5 дв.,VOLKSWAGEN,белый,1.4,150,GASOLINE,174000,2010,TIGUAN,5.0,1101845440,MECHANICAL,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,MT,605000
седан,VOLKSWAGEN,белый,1.4,125,GASOLINE,39500,2017,POLO,4.0,1095168246,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,770000
седан,VOLKSWAGEN,чёрный,1.6,105,GASOLINE,113000,2011,POLO,4.0,1101798976,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,440000
хэтчбек 5 дв.,VOLKSWAGEN,серебристый,1.6,102,GASOLINE,212000,2012,GOLF,5.0,1102289980,ROBOT,EUROPEAN,0,FORWARD_CONTROL,LEFT,AMT,479000
седан,VOLKSWAGEN,серый,1.6,105,GASOLINE,54000,2014,POLO,4.0,1102500069,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,580000
хэтчбек 5 дв.,VOLKSWAGEN,синий,1.4,122,GASOLINE,124000,2012,GOLF_PLUS,5.0,1102196933,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,550000
седан,VOLKSWAGEN,синий,1.6,105,GASOLINE,190000,2014,POLO,4.0,1102693579,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,440000
седан,VOLKSWAGEN,чёрный,1.8,90,GASOLINE,402000,1991,PASSAT,4.0,1101419915,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,129000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,3.0,204,DIESEL,89300,2016,TOUAREG,5.0,1102472235,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2900000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,3.0,224,DIESEL,308000,2007,TOUAREG,5.0,1102359901,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,820000
хэтчбек 5 дв.,VOLKSWAGEN,синий,1.4,60,GASOLINE,165000,2000,POLO,5.0,1102666745,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,177000
седан,VOLKSWAGEN,серый,1.4,122,GASOLINE,166000,2011,PASSAT,4.0,1073042458,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,660000
фургон,VOLKSWAGEN,белый,1.9,64,DIESEL,50000,2003,CADDY,3.0,1093648454,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,200000
хэтчбек 5 дв.,VOLKSWAGEN,серебристый,2.0,140,DIESEL,192000,2008,GOLF_PLUS,5.0,1100386312,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,385000
седан,VOLKSWAGEN,белый,1.6,105,GASOLINE,297000,2013,POLO,4.0,1100911030,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,325000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,3.0,245,DIESEL,144000,2011,TOUAREG,5.0,1101950028,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1925000
седан,VOLKSWAGEN,голубой,1.8,150,GASOLINE,197537,2003,PASSAT,4.0,1102546475,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,275000
фургон,VOLKSWAGEN,красный,1.9,68,DIESEL,460000,2001,TRANSPORTER,3.0,1102231477,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,380000
внедорожник 5 дв.,VOLKSWAGEN,синий,2.0,150,DIESEL,38100,2018,TIGUAN,5.0,1102409964,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,2180000
хэтчбек 3 дв.,VOLKSWAGEN,красный,1.0,45,GASOLINE,140000,1996,POLO,3.0,1101769889,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,110000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,2.0,140,DIESEL,110000,2012,TIGUAN,5.0,1102701362,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1400000
фургон kasten,VOLKSWAGEN,синий,1.4,75,GASOLINE,153000,2005,CADDY,5.0,1102064870,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,290000
седан,VOLKSWAGEN,белый,1.8,152,GASOLINE,162000,2013,PASSAT_CC,4.0,1099129952,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,950000
хэтчбек 5 дв.,VOLKSWAGEN,серый,1.4,85,GASOLINE,110754,2011,POLO,5.0,1102393494,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,459000
седан,VOLKSWAGEN,чёрный,1.6,115,GASOLINE,239,2008,PASSAT,4.0,1101730647,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,450000
седан,VOLKSWAGEN,белый,1.6,90,GASOLINE,425624,2016,POLO,4.0,1101966202,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,360000
хэтчбек 3 дв.,VOLKSWAGEN,чёрный,2.8,174,GASOLINE,215000,1992,GOLF,3.0,1098908512,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,230000
лифтбек,SKODA,белый,1.6,110,GASOLINE,142000,2016,RAPID,5.0,1102639876,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,520000
лифтбек,SKODA,серый,1.8,152,GASOLINE,158000,2012,OCTAVIA,5.0,1096852106,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,600000
лифтбек,SKODA,белый,1.6,110,GASOLINE,53000,2019,OCTAVIA,5.0,1102549011,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,1200000
лифтбек,SKODA,белый,1.6,110,GASOLINE,100000,2017,RAPID,5.0,1101677814,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,720000
внедорожник 5 дв.,SKODA,голубой,1.2,105,GASOLINE,149000,2011,YETI,5.0,1102585989,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,499999
лифтбек,SKODA,серебристый,1.6,100,GASOLINE,328000,2000,OCTAVIA,5.0,1099050574,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,165000
лифтбек,SKODA,красный,1.4,75,GASOLINE,160000,2009,OCTAVIA,5.0,1097542714,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,330000
лифтбек,SKODA,синий,1.6,102,GASOLINE,180000,2008,OCTAVIA,5.0,1101046482,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,350000
лифтбек,SKODA,белый,1.8,152,GASOLINE,227000,2011,OCTAVIA,5.0,1099754794,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,510000
внедорожник 5 дв.,SKODA,белый,1.4,122,GASOLINE,106000,2014,YETI,5.0,1093753758,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,750000
лифтбек,SKODA,белый,1.4,140,GASOLINE,172000,2013,OCTAVIA,5.0,1102197046,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,750000
хэтчбек 5 дв.,SKODA,синий,1.4,68,GASOLINE,137500,2002,FABIA,5.0,1097016416,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,165000
лифтбек,SKODA,чёрный,1.8,152,GASOLINE,250000,2012,OCTAVIA,5.0,1102506065,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,620000
лифтбек,SKODA,белый,1.8,152,GASOLINE,201350,2012,OCTAVIA,5.0,1101604926,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,605000
лифтбек,SKODA,серый,1.6,102,GASOLINE,233000,2009,OCTAVIA,5.0,1102478088,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,349000
хэтчбек 5 дв.,SKODA,красный,1.2,86,GASOLINE,133500,2010,FABIA,5.0,1102359326,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,350000
лифтбек,SKODA,чёрный,1.4,75,GASOLINE,217000,2008,OCTAVIA,5.0,1098751444,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,275000
лифтбек,SKODA,синий,1.6,115,GASOLINE,335000,2008,OCTAVIA,5.0,1102261229,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,330000
лифтбек,SKODA,серый,1.8,180,GASOLINE,97663,2017,OCTAVIA,5.0,1102336119,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1300000
лифтбек,SKODA,серый,1.8,152,GASOLINE,157000,2011,OCTAVIA,5.0,1101745321,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,620000
лифтбек,SKODA,чёрный,1.6,102,GASOLINE,157600,2011,OCTAVIA,5.0,1102611800,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,560000
лифтбек,SKODA,серебристый,1.8,152,GASOLINE,150000,2012,OCTAVIA,5.0,1102646207,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,700000
лифтбек,SKODA,серебристый,1.4,140,GASOLINE,170000,2013,OCTAVIA,5.0,1101854082,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,650000
лифтбек,SKODA,чёрный,1.4,150,GASOLINE,98000,2016,OCTAVIA,5.0,1101417123,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,880000
лифтбек,SKODA,белый,1.6,110,GASOLINE,55000,2017,OCTAVIA,5.0,1102333204,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,1250000
лифтбек,SKODA,чёрный,1.6,102,GASOLINE,247000,2011,OCTAVIA,5.0,1102505458,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,670000
лифтбек,SKODA,зелёный,1.6,101,GASOLINE,360000,1997,OCTAVIA,5.0,1101174272,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,130000
лифтбек,SKODA,серый,1.4,75,GASOLINE,213000,2008,OCTAVIA,5.0,1101448381,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,320000
лифтбек,SKODA,чёрный,1.8,180,GASOLINE,140000,2014,OCTAVIA,5.0,1095182380,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,750000
универсал 5 дв.,SKODA,пурпурный,1.4,75,GASOLINE,177200,2007,OCTAVIA,5.0,1102385651,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,325000
лифтбек,SKODA,серебристый,1.8,180,GASOLINE,165000,2016,OCTAVIA,5.0,1102161053,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,899999
лифтбек,SKODA,серебристый,1.8,180,GASOLINE,81500,2018,OCTAVIA,5.0,1102459773,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1620000
лифтбек,SKODA,чёрный,1.8,152,GASOLINE,144500,2012,SUPERB,5.0,1095383174,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,739000
внедорожник 5 дв.,SKODA,белый,1.8,152,GASOLINE,201000,2015,YETI,5.0,1101350683,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,899000
внедорожник 5 дв.,SKODA,голубой,1.2,105,GASOLINE,195000,2011,YETI,5.0,1089470436,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,490000
лифтбек,SKODA,коричневый,1.8,180,GASOLINE,113000,2016,OCTAVIA,5.0,1102586965,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1150000
хэтчбек 5 дв.,SKODA,красный,1.4,86,GASOLINE,230000,2008,FABIA,5.0,1101687583,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,250000
седан,AUDI,белый,2.0,180,GASOLINE,99000,2014,A6,4.0,1102615446,VARIATOR,EUROPEAN,0,FORWARD_CONTROL,LEFT,CVT,1100000
купе,AUDI,серебристый,2.0,211,GASOLINE,120000,2009,TT,2.0,1102305611,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1000000
внедорожник 5 дв.,AUDI,бежевый,2.0,170,GASOLINE,109000,2013,Q3,5.0,1101110226,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,1100000
седан,AUDI,чёрный,3.0,233,DIESEL,295000,2007,A8,4.0,1101651347,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1000000
седан,AUDI,чёрный,2.3,136,GASOLINE,400000,1989,100,4.0,1102699726,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,40000
седан,AUDI,синий,1.8,160,GASOLINE,105000,2009,A4,4.0,1102607116,VARIATOR,EUROPEAN,1,FORWARD_CONTROL,LEFT,CVT,620000
внедорожник 5 дв.,AUDI,белый,2.0,225,GASOLINE,90000,2015,Q5,5.0,1102566864,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1700000
седан,AUDI,чёрный,2.8,220,GASOLINE,270000,2010,A6,4.0,1090013426,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,770000
седан,AUDI,чёрный,6.0,450,GASOLINE,160000,2006,A8,4.0,1102552826,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,695000
внедорожник 5 дв.,AUDI,чёрный,2.0,211,GASOLINE,163478,2011,Q3,5.0,1099622916,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,950000
внедорожник 5 дв.,AUDI,чёрный,3.0,245,DIESEL,140000,2012,Q7,5.0,1102183157,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1850000
седан long,AUDI,чёрный,3.0,290,GASOLINE,129000,2011,A8,4.0,1102645984,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1360000
седан,AUDI,красный,2.3,133,GASOLINE,356000,1992,100,4.0,1100606252,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,115000
седан,AUDI,чёрный,3.0,245,DIESEL,71000,2013,A6,4.0,1101844020,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,1750000
универсал 5 дв.,AUDI,коричневый,3.0,245,DIESEL,258000,2013,ALLROAD,5.0,1098428010,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,1700000
седан,AUDI,чёрный,1.8,160,GASOLINE,170000,2011,A4,4.0,1101141366,VARIATOR,EUROPEAN,1,FORWARD_CONTROL,LEFT,CVT,850000
лифтбек sportback,AUDI,коричневый,2.0,230,GASOLINE,52000,2016,A5,5.0,1102614945,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,2199000
седан,AUDI,чёрный,2.7,250,GASOLINE,172000,2004,A6,4.0,1102686875,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,430000
седан,AUDI,белый,1.4,125,GASOLINE,66000,2014,A3,4.0,1102212336,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1070000
седан,AUDI,чёрный,1.4,122,GASOLINE,161000,2014,A3,4.0,1102239270,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,797500
универсал 5 дв.,AUDI,серебристый,2.5,180,DIESEL,340000,2002,ALLROAD,5.0,1098531660,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,405000
седан,AUDI,зелёный,2.4,165,GASOLINE,173000,1999,A6,4.0,1102522672,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,270000
купе,AUDI,белый,2.0,211,GASOLINE,175000,2009,A5,2.0,1102688992,VARIATOR,EUROPEAN,0,FORWARD_CONTROL,LEFT,CVT,650000
седан,AUDI,серый,1.4,150,GASOLINE,18800,2019,A4,4.0,1102384200,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,2219000
седан,AUDI,белый,2.3,133,GASOLINE,380000,1991,100,4.0,1097815778,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,110000
седан,AUDI,белый,2.0,130,GASOLINE,255000,2004,A4,4.0,1102326470,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,320000
седан,AUDI,коричневый,2.0,90,GASOLINE,535000,1993,80,4.0,1102665552,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,115000
купе,AUDI,красный,4.2,354,GASOLINE,131000,2007,S5,2.0,1073575764,MECHANICAL,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,MT,750000
кабриолет roadster,AUDI,серебристый,1.8,225,GASOLINE,281000,1999,TT,2.0,1100000846,MECHANICAL,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,MT,505000
универсал 5 дв.,AUDI,чёрный,3.0,233,DIESEL,225000,2007,ALLROAD,5.0,1102195262,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,950000
седан,AUDI,белый,1.8,125,GASOLINE,350000,1995,A4,4.0,1098749258,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,150000
седан,AUDI,синий,2.0,211,GASOLINE,255000,2008,A4,4.0,1102607066,VARIATOR,EUROPEAN,0,FORWARD_CONTROL,LEFT,CVT,560000
хэтчбек 5 дв. sportback,AUDI,белый,1.2,105,GASOLINE,71700,2012,A3,5.0,1102038340,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,609999
седан,AUDI,серебристый,2.8,204,GASOLINE,164000,2011,A6,4.0,1102565011,VARIATOR,EUROPEAN,1,FORWARD_CONTROL,LEFT,CVT,890000
купе,AUDI,серебристый,1.8,180,GASOLINE,187000,1999,TT,2.0,1093232570,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,480000
универсал 5 дв.,AUDI,чёрный,1.8,150,GASOLINE,275000,2002,A4,5.0,1101478132,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,370000
внедорожник 5 дв.,BMW,чёрный,2.0,184,GASOLINE,29700,2017,X4,5.0,1101982205,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2700000
лифтбек gran turismo,BMW,коричневый,3.0,258,DIESEL,179000,2013,5ER,5.0,1101815915,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1800000
хэтчбек 5 дв.,BMW,чёрный,1.6,136,GASOLINE,105000,2012,1ER,5.0,1102676264,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,799000
седан,BMW,чёрный,2.0,190,DIESEL,196300,2016,5ER,4.0,1102480322,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1549000
седан,BMW,чёрный,1.5,136,GASOLINE,73429,2018,3ER,4.0,1102233760,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1470000
внедорожник 5 дв.,BMW,оранжевый,1.5,140,GASOLINE,42779,2018,X1,5.0,1102413237,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1897000
внедорожник 5 дв.,BMW,коричневый,2.0,245,GASOLINE,231067,2012,X3,5.0,1102240379,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1125000
седан,BMW,синий,5.0,300,GASOLINE,300000,1989,7ER,4.0,1101243033,AUTOMATIC,EUROPEAN,0,REAR_DRIVE,LEFT,AT,350000
внедорожник 5 дв.,BMW,чёрный,3.0,306,GASOLINE,37000,2011,X6,5.0,1100648768,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1850000
кабриолет,BMW,белый,2.5,218,GASOLINE,57000,2011,3ER,2.0,1097167396,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,2500000
хэтчбек 5 дв.,BMW,белый,2.0,184,DIESEL,145700,2011,1ER,5.0,1097634250,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1070000
внедорожник 5 дв.,BMW,белый,3.0,235,DIESEL,161190,2009,X5,5.0,1102622423,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1310000
седан,BMW,белый,2.0,190,DIESEL,15000,2019,3ER,4.0,1101397326,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,3500000
внедорожник 5 дв.,BMW,синий,3.0,231,GASOLINE,154000,2006,X3,5.0,1101716477,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,600000
седан,BMW,серый,1.5,136,GASOLINE,40469,2018,3ER,4.0,1102472153,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1750000
седан,BMW,серебристый,2.0,184,GASOLINE,124000,2011,5ER,4.0,1095797968,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1100000
купе,BMW,чёрный,4.4,333,GASOLINE,165000,2004,6ER,2.0,1101694261,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,790000
седан,BMW,чёрный,4.4,407,GASOLINE,159000,2010,7ER,4.0,1102571541,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,1050000
седан,BMW,серый,2.5,218,GASOLINE,260000,2006,3ER,4.0,1102410035,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,500000
хэтчбек 5 дв.,BMW,белый,1.6,115,GASOLINE,150000,2010,1ER,5.0,1098561242,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,495000
внедорожник 5 дв.,BMW,белый,4.4,555,GASOLINE,60000,2011,X6_M,5.0,1102197446,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,1700000
седан,BMW,серый,3.0,245,DIESEL,250000,2009,7ER,4.0,1102686693,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1250000
